EDTA2,1003,EDTA,10
EDTA2,1019,EDTA,10
EDTA2,1026,EDTA,10
EDTA2,1035,EDTA,10
EDTA2,1042,EDTA,19
EDTA2,1057,EDTA,19
EDTA2,1061,EDTA,11
EDTA2,1074,EDTA,99
EDTA2,1088,EDTA,10
EDTA2,1090,EDTA,10
EDTA2,1100,EDTA,19
EDTA2,1116,EDTA,10
EDTA2,1128,EDTA,12
EDTA2,1137,EDTA,10
EDTA2,1144,EDTA,12
EDTA2,1159,EDTA,10
EDTA2,1163,EDTA,12
EDTA2,1171,EDTA,19
EDTA2,1185,EDTA,14
EDTA2,1192,EDTA,14
EDTA2,1205,EDTA,14
EDTA2,1214,EDTA,14
EDTA2,1222,EDTA,15
EDTA2,1233,EDTA,13
EDTA2,1246,EDTA,19
EDTA2,1251,EDTA,16
EDTA2,1267,EDTA,17
EDTA2,1279,EDTA,50
EDTA2,1280,EDTA,11
EDTA2,1298,EDTA,50
EDTA2,1308,EDTA,11
EDTA2,1312,EDTA,17
EDTA2,1320,EDTA,17
EDTA2,1331,EDTA,19
EDTA2,1349,EDTA,19
EDTA2,1354,EDTA,19
EDTA2,1365,EDTA,10
EDTA2,1377,EDTA,19
EDTA2,1383,EDTA,70
EDTA2,1396,EDTA,74
EDTA2,1401,EDTA,74
EDTA2,1417,EDTA,74
EDTA2,1429,EDTA,74
EDTA2,1438,EDTA,74
EDTA2,1440,EDTA,74
EDTA2,1455,EDTA,73
EDTA2,1464,EDTA,86
EDTA2,1472,EDTA,86
EDTA2,1486,EDTA,84
EDTA2,1493,EDTA,84
EDTA2,1504,EDTA,85
EDTA2,1515,EDTA,85
EDTA2,1527,EDTA,87
EDTA2,1536,EDTA,87
EDTA2,1543,EDTA,78
EDTA2,1558,EDTA,78
EDTA2,1562,EDTA,78
EDTA2,1570,EDTA,78
EDTA2,1589,EDTA,78
EDTA2,1591,EDTA,78
EDTA2,1602,EDTA,24
EDTA2,1618,EDTA,24
EDTA2,1625,EDTA,60
EDTA2,1639,EDTA,40
EDTA2,1641,EDTA,99
EDTA2,1656,EDTA,99
EDTA2,1660,EDTA,99
EDTA2,1673,EDTA,99
EDTA2,1687,EDTA,99
EDTA2,1694,EDTA,66
EDTA2,1706,EDTA,99
EDTA2,1710,EDTA,99
EDTA2,1723,EDTA,99
EDTA2,1734,EDTA,61
EDTA2,1747,EDTA,99
EDTA2,1752,EDTA,23
EDTA2,1768,EDTA,23
EDTA2,1775,EDTA,23
EDTA2,1781,EDTA,23
EDTA2,1799,EDTA,23
EDTA2,1809,EDTA,23
EDTA2,1813,EDTA,23
EDTA2,1821,EDTA,23
EDTA2,1832,EDTA,25
EDTA2,1845,EDTA,99
EDTA2,1850,EDTA,99
EDTA2,1866,EDTA,25
EDTA2,1878,EDTA,99
EDTA2,1884,EDTA,30
EDTA2,1897,EDTA,30
EDTA2,1907,EDTA,50
EDTA2,1911,EDTA,50
EDTA2,1924,EDTA,30
EDTA2,1930,EDTA,30
EDTA2,1948,EDTA,30
EDTA2,1953,EDTA,30
EDTA2,1969,EDTA,99
EDTA2,1976,EDTA,99
EDTA2,1982,EDTA,94
EDTA2,1995,EDTA,94
EDTA2,2005,EDTA,39
EDTA2,2014,EDTA,39
EDTA2,2022,EDTA,31
EDTA2,2033,EDTA,31
EDTA2,2046,EDTA,33
EDTA2,2051,EDTA,33
EDTA2,2067,EDTA,39
EDTA2,2079,EDTA,39
EDTA2,2080,EDTA,39
EDTA2,2098,EDTA,39
EDTA2,2108,EDTA,39
EDTA2,2112,EDTA,39
EDTA2,2120,EDTA,32
EDTA2,2131,EDTA,32
EDTA2,2149,EDTA,39
EDTA2,2154,EDTA,39
EDTA2,2165,EDTA,34
EDTA2,2177,EDTA,34
EDTA2,2183,EDTA,92
EDTA2,2196,EDTA,92
EDTA2,2203,EDTA,92
EDTA2,2219,EDTA,99
EDTA2,2226,EDTA,99
EDTA2,2235,EDTA,91
EDTA2,2242,EDTA,99
EDTA2,2257,EDTA,99
EDTA2,2261,EDTA,99
EDTA2,2274,EDTA,99
EDTA2,2288,EDTA,99
EDTA2,2290,EDTA,99
EDTA2,2300,EDTA,99
EDTA2,2316,EDTA,80
EDTA2,2328,EDTA,80
EDTA2,2337,EDTA,81
EDTA2,2344,EDTA,81
EDTA2,2359,EDTA,72
