RADAR,RCF22,RR1+,RQR13
RADAR,RWY01,RR1+,RQR13
RADAR,88RAZ,RR1+,RAZ
RADAR,RNXWC,RR1+,RNX02
RADAR,RNU93,RR1+,RNX02
RADAR,99RHM01,RR1+,RHM02
RADAR,RWJ01,RR1+,RM574
RADAR,RM327,RR1+,RM574
RADAR,D1,RR1+,RJZ
RADAR,RM114,RR1+,RGT01
RADAR,RH878,RR1+,RH8
RADAR,RA901,RR1+,RH8
RADAR,SGC05,RR1+,SGC04
RADAR,NVH,RR1+,SGC04
RADAR,RTD05,RR1+,RTD01
RADAR,RJE55,RR1+,RFPFG
RADAR,RTG02,RR1+,RFPFG
RADAR,RR111,RR1+,RRK02
RADAR,RLQ01,RR1+,RRK02
RADAR,RLU01,RR1+,RRK02
RADAR,RJ100,RR1+,RJ121
RADAR,RSC02,RR1+,SSC02
RADAR,RX1CC,RR1+,RCSLB
RADAR,RXP,RR1+,RCJAT
RADAR,RWP50,RR1+,RRK02
RADAR,RWDDA,RR1+,RKZDA
