PV,weight,SNOMED,27113001
PV,height,SNOMED,162755006
PV,bmi,SNOMED,301331008
PV,pulse,SNOMED,162986007
PV,bpsys,SNOMED,163030003
PV,bpdia,SNOMED,163031004
PV,bp_header,SNOMED,75367002
